ROLE,TRANSACTIONCODE,ZDATE,AUTHORIZATIONOBJECT,AUTHORIZATIONFIELD,AUTHORIZATIONVALUE,TYPID,TCDTYPID,ROLETYPID
ZM_FI_T001,FB01,202508,M_RAHM_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_RAHM_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_RAHM_LGO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_RAHM_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_RFQ_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_RFQ_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_RFQ_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,M_RFQ_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,V_KNA1_VKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,V_VBAK_AAT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,V_VBAK_VKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB01,202508,W_BETR_USR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,B_BUPA_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,B_BUPA_RLT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,C_PSCVP_DB,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_BKPF_BED,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_BKPF_BED,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_BKPF_BEK,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_BKPF_BEK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_BKPF_BES,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_BKPF_BLA,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_BKPF_BUK,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_BKPF_GSB,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_BKPF_KOA,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_BNKA_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_BNKA_MAN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_BNKA_MAO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_BUK_BUPL,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_FAGL_LDR,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_FAGL_SEG,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_FAGL_SEG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_KNA1_BED,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_KNA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_KNA1_GEN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_KNA1_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_LFA1_BEK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_LFA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_LFA1_GEN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_LFA1_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,F_MANDATE,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,K_CSKS,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,K_PCA_MD,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,K_TP_VALU,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_ANFR_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_ANFR_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_ANFR_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_ANFR_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_ANGB_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_ANGB_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_ANGB_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_ANGB_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_BEST_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_BEST_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_BEST_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_BEST_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_LFM1_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_MATE_MAR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_MATE_MAT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_MATE_WGR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_MATE_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_QTN_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_QTN_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_QTN_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_QTN_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_RAHM_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_RAHM_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_RAHM_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_RAHM_LGO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_RAHM_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_RFQ_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_RFQ_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_RFQ_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,M_RFQ_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,V_KNA1_VKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,V_VBAK_AAT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,V_VBAK_VKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB03,202508,W_BETR_USR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,B_BUPA_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,B_BUPA_RLT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,C_PSCVP_DB,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_AVIK_BUK,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_BKPF_BEB,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_BKPF_BEB,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_BKPF_BEB,ACTVT,77,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_BKPF_BEB,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_BKPF_BED,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_BKPF_BED,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_BKPF_BED,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_BKPF_BEK,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_BKPF_BEK,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_BKPF_BEK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_BKPF_BES,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_BKPF_BLA,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_BKPF_BUK,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_BKPF_GSB,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_BKPF_KOA,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_BNKA_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_BNKA_MAO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_BUK_BUPL,ACTVT,10,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_FAGL_LDR,ACTVT,01,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_FAGL_LDR,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_FAGL_SEG,ACTVT,01,GC Core Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_FAGL_SEG,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_FAGL_SEG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_KNA1_APP,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_KNA1_BED,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_KNA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_KNA1_GEN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_KNA1_GRP,ACTVT,03,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_KNA1_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_LFA1_BEK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_LFA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_LFA1_GEN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,F_LFA1_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,K_CSKS,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,K_PCA_MD,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,K_TP_VALU,ACTVT,02,GB Advanced Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_ANFR_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_ANFR_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_ANFR_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_ANFR_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_ANGB_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_ANGB_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_ANGB_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_ANGB_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_BEST_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_BEST_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_BEST_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_BEST_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_LFM1_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_MATE_MAN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_MATE_MAR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_MATE_MAT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_MATE_WGR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_QTN_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_QTN_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_QTN_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_QTN_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_RAHM_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_RAHM_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_RAHM_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_RAHM_LGO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_RAHM_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_RFQ_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_RFQ_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_RFQ_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,M_RFQ_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,V_KNA1_VKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,V_VBAK_AAT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,V_VBAK_VKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FB05,202508,W_BETR_USR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,B_BUPA_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,B_BUPA_RLT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,C_PSCVP_DB,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_BKPF_BED,ACTVT,77,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_BKPF_BED,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_BKPF_BEK,ACTVT,77,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_BKPF_BEK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_BKPF_BES,ACTVT,77,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_BKPF_BES,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_BKPF_BLA,ACTVT,77,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_BKPF_BLA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_BKPF_BUK,ACTVT,77,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_BKPF_GSB,ACTVT,77,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_BKPF_GSB,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_BKPF_KOA,ACTVT,77,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_BKPF_KOA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_BNKA_MAN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_BNKA_MAO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_FAGL_SEG,ACTVT,77,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_FAGL_SEG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_KNA1_BED,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_KNA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_KNA1_GEN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_KNA1_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_LFA1_BEK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_LFA1_BUK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_LFA1_GEN,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,F_LFA1_GRP,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,K_CSKS,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,K_PCA_MD,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_ANFR_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_ANFR_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_ANFR_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_ANFR_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_ANGB_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_ANGB_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_ANGB_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_ANGB_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_BEST_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_BEST_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_BEST_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_BEST_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_LFM1_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_MATE_MAR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_MATE_MAT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_MATE_WGR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_QTN_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_QTN_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_QTN_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_QTN_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_RAHM_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_RAHM_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_RAHM_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_RAHM_LGO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_RAHM_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_RFQ_BSA,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_RFQ_EKG,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_RFQ_EKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,M_RFQ_WRK,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,V_KNA1_VKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,V_VBAK_AAT,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,V_VBAK_VKO,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZM_FI_T001,FBV1,202508,W_BETR_USR,ACTVT,F4,GD Self-Service Use,GB Advanced Use,GB Advanced Use
ZO_BC_S001,FB01,202508,A_CFG_CMP,ACTVT,03,GD Self-Service Use,GB Advanced Use,GC Core Use
